account_no,family_members,segment_gender_f,segment_gender_m,age_group,district,region,segment_cd_lifestyle,segment_dsc_lifestyle,segment_cd_value_cnt,segment_dsc_value_cnt,segment_cd_lifestage,segment_dsc_lifestage,segment_cd_pss,segment_dsc_pss
839967156934,4,1,1,55-65 anos,leiria,litoral centro,5,Os Tradicionais Frequentes,4,Frequent Medium,5,Active Adults,3,Medium-high Ps
839968240505,3,1,0,45-55 anos,na,NA,2,Os Urbanos Sofisticados,1,Loyal Large,2,Senior,6,Neutral Ps
839969897641,2,1,0,45-55 anos,faro,sul,6,Os Económicos Focados,1,Loyal Large,4,Family With Kids,3,Medium-high Ps
839970140282,4,1,0,45-55 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,2,Loyal Medium,3,Family With Young Adults,8,Price Upscale
839972826511,4,1,0,45-55 anos,portalegre,interior centro,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
839973496536,2,1,0,>=65 anos,faro,sul,1,Os Saudáveis Exigentes,7,Occasional Small,1,Family Supporters,2,High Ps
839973810007,3,1,1,45-55 anos,portalegre,interior centro,1,Os Saudáveis Exigentes,6,Occasional Medium,5,Active Adults,2,High Ps
839974072534,6,1,0,25-35 anos,setúbal,litoral sul,3,Os Pais Práticos,5,Frequent Small,2,Senior,3,Medium-high Ps
839975706001,4,1,0,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,2,Loyal Medium,5,Active Adults,6,Neutral Ps
839977037909,3,1,0,>=65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,5,Frequent Small,2,Senior,1,Very High Ps
839982143073,4,1,1,45-55 anos,ilha da madeira,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,4,Family With Kids,6,Neutral Ps
839984196487,0,1,0,45-55 anos,leiria,litoral centro,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,4,Medium Ps
839985998348,1,0,1,45-55 anos,faro,sul,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
839986546259,5,1,0,45-55 anos,porto,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,3,Family With Young Adults,2,High Ps
839986596961,4,0,1,55-65 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,8,Price Upscale
839993004721,4,0,1,25-35 anos,braga,litoral norte,3,Os Pais Práticos,6,Occasional Medium,3,Family With Young Adults,3,Medium-high Ps
839994203611,2,1,0,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839997143648,0,1,0,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,1,Family Supporters,8,Price Upscale
839999435105,4,1,0,55-65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,1,Family Supporters,6,Neutral Ps
840000546695,3,0,1,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,2,Loyal Medium,4,Family With Kids,2,High Ps
840006770916,4,1,0,45-55 anos,viseu,interior norte,3,Os Pais Práticos,8,No Value,6,No Value,9,No Value
840010900623,1,0,1,35-45 anos,faro,sul,6,Os Económicos Focados,3,Loyal Small,4,Family With Kids,1,Very High Ps
840024244386,2,0,1,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,6,Neutral Ps
840032647199,4,1,0,35-45 anos,porto,litoral norte,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,2,High Ps
840036030998,4,1,0,45-55 anos,na,NA,6,Os Económicos Focados,3,Loyal Small,5,Active Adults,5,Low Price/own Brand
840043899038,2,1,0,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,3,Family With Young Adults,5,Low Price/own Brand
840045790296,3,1,0,35-45 anos,vila real,interior norte,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840047887027,4,1,1,55-65 anos,leiria,litoral centro,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,6,Neutral Ps
840050669733,2,1,1,35-45 anos,coimbra,litoral centro,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,5,Low Price/own Brand
840082417715,2,1,0,>=65 anos,santarém,interior centro,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,3,Medium-high Ps
840084872253,2,1,0,25-35 anos,bragança,interior norte,3,Os Pais Práticos,6,Occasional Medium,5,Active Adults,7,No Ps
840092710049,2,1,1,45-55 anos,porto,litoral norte,2,Os Urbanos Sofisticados,7,Occasional Small,4,Family With Kids,2,High Ps
840110102948,3,1,1,45-55 anos,aveiro,litoral norte,6,Os Económicos Focados,5,Frequent Small,5,Active Adults,3,Medium-high Ps
840113036943,0,1,0,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,5,Frequent Small,3,Family With Young Adults,4,Medium Ps
840115616108,4,1,1,25-35 anos,setúbal,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,5,Low Price/own Brand
840118651021,2,1,0,25-35 anos,viana do castelo,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,4,Family With Kids,1,Very High Ps
840119378825,1,1,0,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,6,No Value,9,No Value
840119802788,3,0,1,>=65 anos,na,NA,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,8,Price Upscale
840124866723,1,1,0,35-45 anos,vila real,interior norte,8,Sem Valor,6,Occasional Medium,6,No Value,5,Low Price/own Brand
840128946278,3,1,1,45-55 anos,braga,litoral norte,4,Os Generalistas Disciplinados,4,Frequent Medium,3,Family With Young Adults,1,Very High Ps
840136991464,3,1,0,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840139394161,2,0,1,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,1,Loyal Large,3,Family With Young Adults,8,Price Upscale
840148574222,2,0,0,55-65 anos,coimbra,litoral centro,6,Os Económicos Focados,8,No Value,5,Active Adults,5,Low Price/own Brand
840153541988,3,0,1,18-25 anos,santarém,interior centro,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
840157228649,3,1,0,>=65 anos,setúbal,litoral sul,3,Os Pais Práticos,4,Frequent Medium,1,Family Supporters,6,Neutral Ps
840167481396,2,1,0,>=65 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840201059895,3,1,0,25-35 anos,braga,litoral norte,6,Os Económicos Focados,4,Frequent Medium,4,Family With Kids,5,Low Price/own Brand
840207506591,2,0,1,25-35 anos,leiria,litoral centro,2,Os Urbanos Sofisticados,1,Loyal Large,3,Family With Young Adults,2,High Ps
840218741902,3,0,1,25-35 anos,castelo branco,interior centro,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,4,Medium Ps
840231852053,0,1,1,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
840234146722,0,1,1,45-55 anos,castelo branco,interior centro,5,Os Tradicionais Frequentes,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840237806903,0,1,0,18-25 anos,santarém,interior centro,2,Os Urbanos Sofisticados,1,Loyal Large,5,Active Adults,6,Neutral Ps
840238354581,0,1,1,25-35 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
840238423737,0,1,1,18-25 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840238594403,0,1,0,25-35 anos,bragança,interior norte,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
840238956266,2,1,0,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840238982128,3,1,1,25-35 anos,ilha terceira,INSCO,6,Os Económicos Focados,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
840242861539,3,0,1,18-25 anos,na,NA,6,Os Económicos Focados,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
840253653987,1,0,1,25-35 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,2,High Ps
840254419257,2,0,1,25-35 anos,coimbra,litoral centro,7,Os Promocionais Atentos,8,No Value,5,Active Adults,7,No Ps
840265656771,0,0,0,45-55 anos,na,NA,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,8,Price Upscale
840265915670,0,0,1,55-65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
840266945423,2,1,0,45-55 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840267044269,1,1,0,45-55 anos,viana do castelo,litoral norte,6,Os Económicos Focados,5,Frequent Small,2,Senior,3,Medium-high Ps
840272773072,2,1,1,18-25 anos,aveiro,litoral norte,6,Os Económicos Focados,2,Loyal Medium,5,Active Adults,3,Medium-high Ps
840272785075,1,1,0,45-55 anos,ilha do pico,INSCO,3,Os Pais Práticos,5,Frequent Small,5,Active Adults,8,Price Upscale
840276916284,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840282092184,2,0,0,>=65 anos,bragança,interior norte,7,Os Promocionais Atentos,8,No Value,6,No Value,3,Medium-high Ps
840282433881,0,1,0,>=65 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,7,No Ps
840282580585,5,0,1,18-25 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,8,No Value,5,Active Adults,8,Price Upscale
840289156923,3,1,0,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,8,No Value,5,Active Adults,7,No Ps
840296640869,3,0,1,35-45 anos,braga,litoral norte,2,Os Urbanos Sofisticados,4,Frequent Medium,1,Family Supporters,2,High Ps
840296941379,3,1,0,25-35 anos,bragança,interior norte,3,Os Pais Práticos,3,Loyal Small,4,Family With Kids,2,High Ps
840299391030,0,1,0,25-35 anos,santarém,interior centro,7,Os Promocionais Atentos,4,Frequent Medium,6,No Value,2,High Ps
840301133495,2,1,0,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,6,Occasional Medium,5,Active Adults,5,Low Price/own Brand
840305030318,5,1,0,18-25 anos,lisboa,litoral sul,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,7,No Ps
840305416501,4,1,0,18-25 anos,braga,litoral norte,6,Os Económicos Focados,5,Frequent Small,5,Active Adults,2,High Ps
840305580004,4,1,1,35-45 anos,porto,litoral norte,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,4,Medium Ps
840307672158,0,0,1,35-45 anos,na,NA,8,Sem Valor,5,Frequent Small,6,No Value,9,No Value
847000620080,0,1,0,>=65 anos,aveiro,litoral norte,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,3,Medium-high Ps
847001794497,0,0,1,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,2,Senior,8,Price Upscale
847002952158,0,1,0,45-55 anos,leiria,litoral centro,6,Os Económicos Focados,8,No Value,5,Active Adults,4,Medium Ps
847006806457,0,1,0,25-35 anos,ilha da madeira,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
847009354068,0,0,1,>=65 anos,na,NA,2,Os Urbanos Sofisticados,7,Occasional Small,2,Senior,5,Low Price/own Brand
847009850324,0,0,1,25-35 anos,porto,litoral norte,6,Os Económicos Focados,7,Occasional Small,4,Family With Kids,6,Neutral Ps
847009942005,0,0,1,45-55 anos,porto,litoral norte,5,Os Tradicionais Frequentes,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
847106049600,0,1,0,45-55 anos,viana do castelo,litoral norte,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,5,Low Price/own Brand
847106702864,0,1,1,25-35 anos,ilha da madeira,litoral sul,5,Os Tradicionais Frequentes,3,Loyal Small,3,Family With Young Adults,6,Neutral Ps
847107355967,0,0,1,55-65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,6,No Value,9,No Value
847109311968,0,1,0,18-25 anos,lisboa,litoral sul,6,Os Económicos Focados,6,Occasional Medium,2,Senior,5,Low Price/own Brand
847112751023,0,0,1,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,3,Loyal Small,2,Senior,5,Low Price/own Brand
849411006842,0,0,1,25-35 anos,coimbra,litoral centro,1,Os Saudáveis Exigentes,1,Loyal Large,3,Family With Young Adults,8,Price Upscale
849411605106,0,0,0,35-45 anos,na,NA,4,Os Generalistas Disciplinados,6,Occasional Medium,5,Active Adults,3,Medium-high Ps
849415101246,0,0,0,35-45 anos,na,NA,1,Os Saudáveis Exigentes,7,Occasional Small,1,Family Supporters,2,High Ps
849415654923,0,1,0,45-55 anos,na,NA,1,Os Saudáveis Exigentes,5,Frequent Small,4,Family With Kids,8,Price Upscale
849415976271,0,0,0,25-35 anos,na,NA,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,2,High Ps
849419127836,0,0,0,18-25 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849420866741,0,1,0,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,3,Loyal Small,5,Active Adults,1,Very High Ps
849423884841,0,0,0,25-35 anos,na,NA,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,3,Medium-high Ps
849424934224,0,0,0,18-25 anos,na,NA,7,Os Promocionais Atentos,8,No Value,5,Active Adults,7,No Ps
849425768330,0,0,0,55-65 anos,na,NA,4,Os Generalistas Disciplinados,7,Occasional Small,3,Family With Young Adults,5,Low Price/own Brand
849427691275,0,0,0,55-65 anos,na,NA,2,Os Urbanos Sofisticados,2,Loyal Medium,5,Active Adults,8,Price Upscale
849429558262,0,0,0,18-25 anos,na,NA,6,Os Económicos Focados,2,Loyal Medium,4,Family With Kids,5,Low Price/own Brand
849431469047,0,0,0,35-45 anos,na,NA,8,Sem Valor,7,Occasional Small,6,No Value,9,No Value
849637374695,0,1,0,25-35 anos,na,NA,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,3,Medium-high Ps
839909154271,5,1,1,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839922414515,3,1,1,55-65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,5,Frequent Small,2,Senior,4,Medium Ps
839932370283,3,0,0,45-55 anos,braga,litoral norte,4,Os Generalistas Disciplinados,6,Occasional Medium,5,Active Adults,9,No Value
839948863298,4,0,1,55-65 anos,ilha terceira,INSCO,7,Os Promocionais Atentos,6,Occasional Medium,3,Family With Young Adults,7,No Ps
839949198607,2,1,1,35-45 anos,ilha terceira,INSCO,7,Os Promocionais Atentos,2,Loyal Medium,5,Active Adults,6,Neutral Ps
839953710037,3,0,1,55-65 anos,braga,litoral norte,5,Os Tradicionais Frequentes,5,Frequent Small,5,Active Adults,2,High Ps
839957866112,1,0,1,45-55 anos,castelo branco,interior centro,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,9,No Value
839958696548,2,1,0,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,3,Medium-high Ps
839958739923,4,0,1,>=65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
839959574340,4,1,0,55-65 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,2,Senior,2,High Ps
839966822611,3,1,1,35-45 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,5,Low Price/own Brand
839969488620,1,1,0,45-55 anos,beja,interior sul,1,Os Saudáveis Exigentes,4,Frequent Medium,5,Active Adults,6,Neutral Ps
839985515761,3,0,1,45-55 anos,aveiro,litoral norte,1,Os Saudáveis Exigentes,2,Loyal Medium,5,Active Adults,6,Neutral Ps
839989485784,1,1,0,55-65 anos,porto,litoral norte,1,Os Saudáveis Exigentes,6,Occasional Medium,2,Senior,4,Medium Ps
839990783916,3,1,0,>=65 anos,porto,litoral norte,1,Os Saudáveis Exigentes,5,Frequent Small,2,Senior,3,Medium-high Ps
839997378545,0,1,0,45-55 anos,aveiro,litoral norte,3,Os Pais Práticos,6,Occasional Medium,5,Active Adults,5,Low Price/own Brand
840001440869,3,1,1,35-45 anos,porto,litoral norte,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,4,Medium Ps
840004285170,4,1,0,45-55 anos,aveiro,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,1,Very High Ps
840008284384,2,0,1,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,2,Senior,3,Medium-high Ps
840025327507,2,0,1,35-45 anos,aveiro,litoral norte,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840028780507,4,1,0,55-65 anos,porto,litoral norte,6,Os Económicos Focados,8,No Value,3,Family With Young Adults,3,Medium-high Ps
840041121995,2,1,0,>=65 anos,ilha da madeira,litoral sul,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
840045216782,3,1,0,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,4,Medium Ps
840048742957,0,0,1,35-45 anos,porto,litoral norte,4,Os Generalistas Disciplinados,7,Occasional Small,1,Family Supporters,3,Medium-high Ps
840048877683,1,0,1,45-55 anos,setúbal,litoral sul,6,Os Económicos Focados,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
840049983936,3,1,0,55-65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,9,No Value
840075387780,11,1,0,>=65 anos,leiria,litoral centro,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,2,High Ps
840083395507,2,1,0,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,5,Frequent Small,4,Family With Kids,2,High Ps
840099818556,4,1,0,>=65 anos,porto,litoral norte,3,Os Pais Práticos,1,Loyal Large,1,Family Supporters,6,Neutral Ps
840100344061,2,1,0,>=65 anos,setúbal,litoral sul,1,Os Saudáveis Exigentes,7,Occasional Small,2,Senior,2,High Ps
840111335768,0,0,1,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840112900118,0,1,0,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,3,Medium-high Ps
840113631179,3,1,0,45-55 anos,porto,litoral norte,5,Os Tradicionais Frequentes,5,Frequent Small,5,Active Adults,2,High Ps
840119180855,3,1,1,25-35 anos,castelo branco,interior centro,3,Os Pais Práticos,1,Loyal Large,3,Family With Young Adults,2,High Ps
840123556410,5,1,0,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,2,Loyal Medium,5,Active Adults,1,Very High Ps
840124507920,3,1,0,55-65 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840127439108,2,1,0,55-65 anos,lisboa,litoral sul,3,Os Pais Práticos,5,Frequent Small,5,Active Adults,2,High Ps
840128492099,4,1,1,25-35 anos,santarém,interior centro,3,Os Pais Práticos,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
840130688678,0,0,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,1,Loyal Large,2,Senior,8,Price Upscale
840144662015,3,1,0,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,3,Medium-high Ps
840212793716,0,1,0,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,5,Low Price/own Brand
840212936215,1,1,1,25-35 anos,castelo branco,interior centro,2,Os Urbanos Sofisticados,3,Loyal Small,5,Active Adults,6,Neutral Ps
840222275212,2,1,0,>=65 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,6,No Value,2,High Ps
840222478675,3,0,1,>=65 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,3,Medium-high Ps
840230067656,2,0,1,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840230134587,3,1,0,35-45 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
840234199466,2,0,1,55-65 anos,leiria,litoral centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840237418642,3,1,0,35-45 anos,setúbal,litoral sul,2,Os Urbanos Sofisticados,7,Occasional Small,5,Active Adults,6,Neutral Ps
840239064080,0,1,0,>=65 anos,porto,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,2,Senior,5,Low Price/own Brand
840241034456,3,1,1,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
840246556618,2,1,0,55-65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,3,Medium-high Ps
840246625468,3,1,0,35-45 anos,na,NA,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,9,No Value
840254276270,3,1,0,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,4,Frequent Medium,5,Active Adults,3,Medium-high Ps
840265597347,1,0,1,55-65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,4,Medium Ps
840266003451,1,1,0,18-25 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840267530543,0,1,1,55-65 anos,leiria,litoral centro,2,Os Urbanos Sofisticados,1,Loyal Large,5,Active Adults,1,Very High Ps
840270821751,3,1,1,35-45 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,1,Loyal Large,4,Family With Kids,1,Very High Ps
840281932705,4,1,0,45-55 anos,leiria,litoral centro,2,Os Urbanos Sofisticados,3,Loyal Small,5,Active Adults,2,High Ps
840282120293,3,0,1,25-35 anos,aveiro,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840284851369,1,1,0,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,3,Medium-high Ps
840285015770,2,1,0,45-55 anos,lisboa,litoral sul,6,Os Económicos Focados,7,Occasional Small,3,Family With Young Adults,5,Low Price/own Brand
840285508197,2,1,0,25-35 anos,braga,litoral norte,4,Os Generalistas Disciplinados,1,Loyal Large,3,Family With Young Adults,2,High Ps
840285543235,3,1,0,25-35 anos,leiria,litoral centro,6,Os Económicos Focados,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
840288391349,4,1,0,18-25 anos,santarém,interior centro,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,7,No Ps
840288857070,4,1,1,25-35 anos,faro,sul,2,Os Urbanos Sofisticados,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
840295075952,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840296796726,3,1,0,35-45 anos,lisboa,litoral sul,6,Os Económicos Focados,1,Loyal Large,5,Active Adults,8,Price Upscale
840297234602,0,1,0,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,5,Active Adults,8,Price Upscale
840300552600,1,1,0,18-25 anos,castelo branco,interior centro,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840300680310,1,0,1,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,2,Senior,4,Medium Ps
840306131014,4,0,1,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,5,Active Adults,4,Medium Ps
840307767639,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840309322690,3,1,1,25-35 anos,lisboa,litoral sul,8,Sem Valor,5,Frequent Small,6,No Value,5,Low Price/own Brand
846999491343,0,1,0,>=65 anos,guarda,interior norte,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,5,Low Price/own Brand
846999975440,0,1,0,>=65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,2,High Ps
847000027247,0,1,0,>=65 anos,leiria,litoral centro,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,4,Medium Ps
847006770475,0,1,1,>=65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,6,Neutral Ps
847006933419,3,1,1,55-65 anos,portalegre,interior centro,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,6,Neutral Ps
847007277515,0,1,0,55-65 anos,viana do castelo,litoral norte,8,Sem Valor,8,No Value,6,No Value,9,No Value
847008002123,0,0,1,>=65 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,2,High Ps
847100282058,3,0,1,55-65 anos,porto,litoral norte,2,Os Urbanos Sofisticados,1,Loyal Large,5,Active Adults,6,Neutral Ps
847100554841,0,0,1,25-35 anos,porto,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,5,Active Adults,1,Very High Ps
847102714861,0,0,1,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,1,Very High Ps
847103990246,0,1,0,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,4,Family With Kids,8,Price Upscale
847107944109,0,1,0,35-45 anos,viseu,interior norte,3,Os Pais Práticos,6,Occasional Medium,4,Family With Kids,1,Very High Ps
847108907748,0,1,0,25-35 anos,évora,interior sul,2,Os Urbanos Sofisticados,3,Loyal Small,5,Active Adults,5,Low Price/own Brand
847109423848,2,0,1,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,5,Frequent Small,4,Family With Kids,3,Medium-high Ps
849404696743,0,1,0,55-65 anos,na,NA,4,Os Generalistas Disciplinados,3,Loyal Small,3,Family With Young Adults,6,Neutral Ps
849413356846,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
849414992520,0,0,0,18-25 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849416493719,0,0,0,25-35 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849426810113,0,0,0,25-35 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
849430356096,0,1,0,18-25 anos,na,NA,8,Sem Valor,1,Loyal Large,6,No Value,5,Low Price/own Brand
849430360840,0,0,0,35-45 anos,na,NA,7,Os Promocionais Atentos,5,Frequent Small,3,Family With Young Adults,8,Price Upscale
839912637959,3,1,1,>=65 anos,coimbra,litoral centro,1,Os Saudáveis Exigentes,1,Loyal Large,2,Senior,6,Neutral Ps
839915608594,4,1,0,35-45 anos,braga,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
839917071877,4,0,1,55-65 anos,vila real,interior norte,5,Os Tradicionais Frequentes,1,Loyal Large,4,Family With Kids,6,Neutral Ps
839917794329,2,1,0,45-55 anos,leiria,litoral centro,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
839919427297,6,1,1,55-65 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,4,Medium Ps
839932394969,4,1,0,NA,braga,litoral norte,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
839934072185,3,1,0,>=65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
